Sub_District_PK,SubDistrict,District,State
Sarupathar|Golaghat|Assam,Sarupathar,Golaghat,Assam
Algapur|Hailakandi|Assam,Algapur,Hailakandi,Assam
Hailakandi|Hailakandi|Assam,Hailakandi,Hailakandi,Assam
Katlichara|Hailakandi|Assam,Katlichara,Hailakandi,Assam
Lala|Hailakandi|Assam,Lala,Hailakandi,Assam
Doboka|Hojai|Assam,Doboka,Hojai,Assam
Hojai|Hojai|Assam,Hojai,Hojai,Assam
Lanka|Hojai|Assam,Lanka,Hojai,Assam
Jorhat East|Jorhat|Assam,Jorhat East,Jorhat,Assam
Jorhat West|Jorhat|Assam,Jorhat West,Jorhat,Assam
Mariani|Jorhat|Assam,Mariani,Jorhat,Assam
Teok|Jorhat|Assam,Teok,Jorhat,Assam
Titabor|Jorhat|Assam,Titabor,Jorhat,Assam
Boko|Kamrup|Assam,Boko,Kamrup,Assam
Chamaria|Kamrup|Assam,Chamaria,Kamrup,Assam
Chhaygaon|Kamrup|Assam,Chhaygaon,Kamrup,Assam
Goroimari|Kamrup|Assam,Goroimari,Kamrup,Assam
Hajo|Kamrup|Assam,Hajo,Kamrup,Assam
Kamalpur|Kamrup|Assam,Kamalpur,Kamrup,Assam
Koya|Kamrup|Assam,Koya,Kamrup,Assam
Nagarbera|Kamrup|Assam,Nagarbera,Kamrup,Assam
North Guwahati Part|Kamrup|Assam,North Guwahati Part,Kamrup,Assam
Palasbari|Kamrup|Assam,Palasbari,Kamrup,Assam
Rangia Part|Kamrup|Assam,Rangia Part,Kamrup,Assam
Azara|Kamrup Metropolitan|Assam,Azara,Kamrup Metropolitan,Assam
Chandrapur|Kamrup Metropolitan|Assam,Chandrapur,Kamrup Metropolitan,Assam
Dispur|Kamrup Metropolitan|Assam,Dispur,Kamrup Metropolitan,Assam
Guwahati|Kamrup Metropolitan|Assam,Guwahati,Kamrup Metropolitan,Assam
Sonapur|Kamrup Metropolitan|Assam,Sonapur,Kamrup Metropolitan,Assam
Diphu|Karbi Anglong|Assam,Diphu,Karbi Anglong,Assam
Phuloni|Karbi Anglong|Assam,Phuloni,Karbi Anglong,Assam
Silonijan|Karbi Anglong|Assam,Silonijan,Karbi Anglong,Assam
Badarpur|Karimganj|Assam,Badarpur,Karimganj,Assam
Karimganj|Karimganj|Assam,Karimganj,Karimganj,Assam
Nilambazar|Karimganj|Assam,Nilambazar,Karimganj,Assam
Patharkandi|Karimganj|Assam,Patharkandi,Karimganj,Assam
Ramkrishna Nagar|Karimganj|Assam,Ramkrishna Nagar,Karimganj,Assam
Bagribari Part|Kokrajhar|Assam,Bagribari Part,Kokrajhar,Assam
Bhowraguri|Kokrajhar|Assam,Bhowraguri,Kokrajhar,Assam
Dotoma|Kokrajhar|Assam,Dotoma,Kokrajhar,Assam
Gossaigaon Part|Kokrajhar|Assam,Gossaigaon Part,Kokrajhar,Assam
Kokrajhar Part|Kokrajhar|Assam,Kokrajhar Part,Kokrajhar,Assam
Bihpuria|Lakhimpur|Assam,Bihpuria,Lakhimpur,Assam
Dhakuakhana Part|Lakhimpur|Assam,Dhakuakhana Part,Lakhimpur,Assam
Kadam|Lakhimpur|Assam,Kadam,Lakhimpur,Assam
Naobaicha|Lakhimpur|Assam,Naobaicha,Lakhimpur,Assam
Narayanpur|Lakhimpur|Assam,Narayanpur,Lakhimpur,Assam
North Lakhimpur|Lakhimpur|Assam,North Lakhimpur,Lakhimpur,Assam
Subansiri Part|Lakhimpur|Assam,Subansiri Part,Lakhimpur,Assam
Majuli|Majuli|Assam,Majuli,Majuli,Assam
Ujani Majuli Circle|Majuli|Assam,Ujani Majuli Circle,Majuli,Assam
Bhuragaon|Morigaon|Assam,Bhuragaon,Morigaon,Assam
Laharighat|Morigaon|Assam,Laharighat,Morigaon,Assam
Marigaon|Morigaon|Assam,Marigaon,Morigaon,Assam
Mayong|Morigaon|Assam,Mayong,Morigaon,Assam
Mikirbheta|Morigaon|Assam,Mikirbheta,Morigaon,Assam
Dhing|Nagaon|Assam,Dhing,Nagaon,Assam
Kaliabor|Nagaon|Assam,Kaliabor,Nagaon,Assam
Kampur|Nagaon|Assam,Kampur,Nagaon,Assam
Nagaon|Nagaon|Assam,Nagaon,Nagaon,Assam
Raha|Nagaon|Assam,Raha,Nagaon,Assam
Rupahi|Nagaon|Assam,Rupahi,Nagaon,Assam
Samaguri|Nagaon|Assam,Samaguri,Nagaon,Assam
Banekuchi|Nalbari|Assam,Banekuchi,Nalbari,Assam
Barbhag|Nalbari|Assam,Barbhag,Nalbari,Assam
Barkhetri|Nalbari|Assam,Barkhetri,Nalbari,Assam
Ghograpar Part|Nalbari|Assam,Ghograpar Part,Nalbari,Assam
Nalbari|Nalbari|Assam,Nalbari,Nalbari,Assam
Pachim Nalbari|Nalbari|Assam,Pachim Nalbari,Nalbari,Assam
Tihu Part|Nalbari|Assam,Tihu Part,Nalbari,Assam
Amguri|Sivasagar|Assam,Amguri,Sivasagar,Assam
Dimow|Sivasagar|Assam,Dimow,Sivasagar,Assam
Nazira|Sivasagar|Assam,Nazira,Sivasagar,Assam
Sibsagar|Sivasagar|Assam,Sibsagar,Sivasagar,Assam
Chariduar|Sonitpur|Assam,Chariduar,Sonitpur,Assam
Dhekiajuli Part|Sonitpur|Assam,Dhekiajuli Part,Sonitpur,Assam
Tezpur|Sonitpur|Assam,Tezpur,Sonitpur,Assam
Thelamara|Sonitpur|Assam,Thelamara,Sonitpur,Assam
Mankachar|South Salmara Mankachar|Assam,Mankachar,South Salmara Mankachar,Assam
South Salmara|South Salmara Mankachar|Assam,South Salmara,South Salmara Mankachar,Assam
Tamulpur|Tamulpur|Assam,Tamulpur,Tamulpur,Assam
Doom Dooma|Tinsukia|Assam,Doom Dooma,Tinsukia,Assam
Margherita|Tinsukia|Assam,Margherita,Tinsukia,Assam
Sadiya|Tinsukia|Assam,Sadiya,Tinsukia,Assam
Tinsukia|Tinsukia|Assam,Tinsukia,Tinsukia,Assam
Harisinga|Udalguri|Assam,Harisinga,Udalguri,Assam
Kalaigaon Part|Udalguri|Assam,Kalaigaon Part,Udalguri,Assam
Khoirabari Part|Udalguri|Assam,Khoirabari Part,Udalguri,Assam
Mazbat|Udalguri|Assam,Mazbat,Udalguri,Assam
Udalguri|Udalguri|Assam,Udalguri,Udalguri,Assam
Donka|West Karbi Anglong|Assam,Donka,West Karbi Anglong,Assam
Araria|Araria|Bihar,Araria,Araria,Bihar
Bhargama|Araria|Bihar,Bhargama,Araria,Bihar
Forbesganj|Araria|Bihar,Forbesganj,Araria,Bihar
Jokihat|Araria|Bihar,Jokihat,Araria,Bihar
Kursakatta|Araria|Bihar,Kursakatta,Araria,Bihar
Narpatganj|Araria|Bihar,Narpatganj,Araria,Bihar
Palasi|Araria|Bihar,Palasi,Araria,Bihar
Raniganj|Araria|Bihar,Raniganj,Araria,Bihar
Sikti|Araria|Bihar,Sikti,Araria,Bihar
Arwal|Arwal|Bihar,Arwal,Arwal,Bihar
Kaler|Arwal|Bihar,Kaler,Arwal,Bihar
Karpi|Arwal|Bihar,Karpi,Arwal,Bihar
Kurtha|Arwal|Bihar,Kurtha,Arwal,Bihar
Sonbhadra Banshi Suryapur|Arwal|Bihar,Sonbhadra Banshi Suryapur,Arwal,Bihar
Aurangabad|Aurangabad|Bihar,Aurangabad,Aurangabad,Bihar
Barun|Aurangabad|Bihar,Barun,Aurangabad,Bihar
Daudnagar|Aurangabad|Bihar,Daudnagar,Aurangabad,Bihar
Deo|Aurangabad|Bihar,Deo,Aurangabad,Bihar
Goh|Aurangabad|Bihar,Goh,Aurangabad,Bihar
Haspura|Aurangabad|Bihar,Haspura,Aurangabad,Bihar
Kutumba|Aurangabad|Bihar,Kutumba,Aurangabad,Bihar
Madanpur|Aurangabad|Bihar,Madanpur,Aurangabad,Bihar
Nabinagar|Aurangabad|Bihar,Nabinagar,Aurangabad,Bihar
Obra|Aurangabad|Bihar,Obra,Aurangabad,Bihar
Rafiganj|Aurangabad|Bihar,Rafiganj,Aurangabad,Bihar
Amarpur|Banka|Bihar,Amarpur,Banka,Bihar
Banka|Banka|Bihar,Banka,Banka,Bihar
Barahat|Banka|Bihar,Barahat,Banka,Bihar
Bausi|Banka|Bihar,Bausi,Banka,Bihar
Belhar|Banka|Bihar,Belhar,Banka,Bihar
Chanan|Banka|Bihar,Chanan,Banka,Bihar
Dhuraiya|Banka|Bihar,Dhuraiya,Banka,Bihar
Katoria|Banka|Bihar,Katoria,Banka,Bihar
Phulidumar|Banka|Bihar,Phulidumar,Banka,Bihar
Rajaun|Banka|Bihar,Rajaun,Banka,Bihar
Shambhuganj|Banka|Bihar,Shambhuganj,Banka,Bihar
Bachhwara|Begusarai|Bihar,Bachhwara,Begusarai,Bihar
Bakhri|Begusarai|Bihar,Bakhri,Begusarai,Bihar
Balia|Begusarai|Bihar,Balia,Begusarai,Bihar
Barauni|Begusarai|Bihar,Barauni,Begusarai,Bihar
Begusarai|Begusarai|Bihar,Begusarai,Begusarai,Bihar
Bhagwanpur|Begusarai|Bihar,Bhagwanpur,Begusarai,Bihar
Birpur|Begusarai|Bihar,Birpur,Begusarai,Bihar
Cheria Bariarpur|Begusarai|Bihar,Cheria Bariarpur,Begusarai,Bihar
Chhorahi|Begusarai|Bihar,Chhorahi,Begusarai,Bihar
Dandari|Begusarai|Bihar,Dandari,Begusarai,Bihar
Garhpura|Begusarai|Bihar,Garhpura,Begusarai,Bihar
Khudabandpur|Begusarai|Bihar,Khudabandpur,Begusarai,Bihar
Mansurchak|Begusarai|Bihar,Mansurchak,Begusarai,Bihar
Matihani|Begusarai|Bihar,Matihani,Begusarai,Bihar
Naokothi|Begusarai|Bihar,Naokothi,Begusarai,Bihar
Sahebpur Kamal|Begusarai|Bihar,Sahebpur Kamal,Begusarai,Bihar
Shamho Akha Kurha|Begusarai|Bihar,Shamho Akha Kurha,Begusarai,Bihar
Teghra|Begusarai|Bihar,Teghra,Begusarai,Bihar
Bihpur|Bhagalpur|Bihar,Bihpur,Bhagalpur,Bihar
Gopalpur|Bhagalpur|Bihar,Gopalpur,Bhagalpur,Bihar
Goradih|Bhagalpur|Bihar,Goradih,Bhagalpur,Bihar
Ismailpur|Bhagalpur|Bihar,Ismailpur,Bhagalpur,Bihar
Jagdishpur|Bhagalpur|Bihar,Jagdishpur,Bhagalpur,Bihar
Kahalgaon|Bhagalpur|Bihar,Kahalgaon,Bhagalpur,Bihar
Kharik|Bhagalpur|Bihar,Kharik,Bhagalpur,Bihar
Narayanpur|Bhagalpur|Bihar,Narayanpur,Bhagalpur,Bihar
Nathnagar|Bhagalpur|Bihar,Nathnagar,Bhagalpur,Bihar
Naugachhia|Bhagalpur|Bihar,Naugachhia,Bhagalpur,Bihar
Pirpainti|Bhagalpur|Bihar,Pirpainti,Bhagalpur,Bihar
Rangra Chowk|Bhagalpur|Bihar,Rangra Chowk,Bhagalpur,Bihar
Sabour|Bhagalpur|Bihar,Sabour,Bhagalpur,Bihar
Shahkund|Bhagalpur|Bihar,Shahkund,Bhagalpur,Bihar
Sonhaula|Bhagalpur|Bihar,Sonhaula,Bhagalpur,Bihar
Sultanganj|Bhagalpur|Bihar,Sultanganj,Bhagalpur,Bihar
Agiaon|Bhojpur|Bihar,Agiaon,Bhojpur,Bihar
Arrah|Bhojpur|Bihar,Arrah,Bhojpur,Bihar
Barhara|Bhojpur|Bihar,Barhara,Bhojpur,Bihar
Behea|Bhojpur|Bihar,Behea,Bhojpur,Bihar
Charpokhari|Bhojpur|Bihar,Charpokhari,Bhojpur,Bihar
Garhani|Bhojpur|Bihar,Garhani,Bhojpur,Bihar
Jagdishpur|Bhojpur|Bihar,Jagdishpur,Bhojpur,Bihar
Koilwar|Bhojpur|Bihar,Koilwar,Bhojpur,Bihar
Piro|Bhojpur|Bihar,Piro,Bhojpur,Bihar
Sahar|Bhojpur|Bihar,Sahar,Bhojpur,Bihar
Sandesh|Bhojpur|Bihar,Sandesh,Bhojpur,Bihar
Shahpur|Bhojpur|Bihar,Shahpur,Bhojpur,Bihar
Tarari|Bhojpur|Bihar,Tarari,Bhojpur,Bihar
Udwant Nagar|Bhojpur|Bihar,Udwant Nagar,Bhojpur,Bihar
Barhampur|Buxar|Bihar,Barhampur,Buxar,Bihar
Buxar|Buxar|Bihar,Buxar,Buxar,Bihar
Chakki|Buxar|Bihar,Chakki,Buxar,Bihar
Chaugain|Buxar|Bihar,Chaugain,Buxar,Bihar
Chausa|Buxar|Bihar,Chausa,Buxar,Bihar
Dumraon|Buxar|Bihar,Dumraon,Buxar,Bihar
Itarhi|Buxar|Bihar,Itarhi,Buxar,Bihar
Kesath|Buxar|Bihar,Kesath,Buxar,Bihar
Nawanagar|Buxar|Bihar,Nawanagar,Buxar,Bihar
Rajpur|Buxar|Bihar,Rajpur,Buxar,Bihar
Simri|Buxar|Bihar,Simri,Buxar,Bihar
Alinagar|Darbhanga|Bihar,Alinagar,Darbhanga,Bihar
Bahadurpur|Darbhanga|Bihar,Bahadurpur,Darbhanga,Bihar
Baheri|Darbhanga|Bihar,Baheri,Darbhanga,Bihar
Benipur|Darbhanga|Bihar,Benipur,Darbhanga,Bihar
Biraul|Darbhanga|Bihar,Biraul,Darbhanga,Bihar
Darbhanga|Darbhanga|Bihar,Darbhanga,Darbhanga,Bihar
Ghanshyampur|Darbhanga|Bihar,Ghanshyampur,Darbhanga,Bihar
Gora Bauram|Darbhanga|Bihar,Gora Bauram,Darbhanga,Bihar
Hanumannagar|Darbhanga|Bihar,Hanumannagar,Darbhanga,Bihar
Hayaghat|Darbhanga|Bihar,Hayaghat,Darbhanga,Bihar
Jale|Darbhanga|Bihar,Jale,Darbhanga,Bihar
Keotiranway|Darbhanga|Bihar,Keotiranway,Darbhanga,Bihar
Kiratpur|Darbhanga|Bihar,Kiratpur,Darbhanga,Bihar
Kusheshwar Asthan|Darbhanga|Bihar,Kusheshwar Asthan,Darbhanga,Bihar
Kusheshwar Asthan Purbi|Darbhanga|Bihar,Kusheshwar Asthan Purbi,Darbhanga,Bihar
Manigachhi|Darbhanga|Bihar,Manigachhi,Darbhanga,Bihar
Singhwara|Darbhanga|Bihar,Singhwara,Darbhanga,Bihar
Tardih|Darbhanga|Bihar,Tardih,Darbhanga,Bihar
Amas|Gaya|Bihar,Amas,Gaya,Bihar
Atri|Gaya|Bihar,Atri,Gaya,Bihar
Banke Bazar|Gaya|Bihar,Banke Bazar,Gaya,Bihar
Barachatti|Gaya|Bihar,Barachatti,Gaya,Bihar
Belaganj|Gaya|Bihar,Belaganj,Gaya,Bihar
Bodh Gaya|Gaya|Bihar,Bodh Gaya,Gaya,Bihar
Dobhi|Gaya|Bihar,Dobhi,Gaya,Bihar
Dumaria|Gaya|Bihar,Dumaria,Gaya,Bihar
Fatehpur|Gaya|Bihar,Fatehpur,Gaya,Bihar
Gaya Town CD Block|Gaya|Bihar,Gaya Town CD Block,Gaya,Bihar
Guraru|Gaya|Bihar,Guraru,Gaya,Bihar
Gurua|Gaya|Bihar,Gurua,Gaya,Bihar
Imamganj|Gaya|Bihar,Imamganj,Gaya,Bihar
Khizirsarai|Gaya|Bihar,Khizirsarai,Gaya,Bihar
Konch|Gaya|Bihar,Konch,Gaya,Bihar
Manpur|Gaya|Bihar,Manpur,Gaya,Bihar
Mohanpur|Gaya|Bihar,Mohanpur,Gaya,Bihar
Muhra|Gaya|Bihar,Muhra,Gaya,Bihar
Neem Chak Bathani|Gaya|Bihar,Neem Chak Bathani,Gaya,Bihar
Paraiya|Gaya|Bihar,Paraiya,Gaya,Bihar
Sherghati|Gaya|Bihar,Sherghati,Gaya,Bihar
Tan Kuppa|Gaya|Bihar,Tan Kuppa,Gaya,Bihar
Tikari|Gaya|Bihar,Tikari,Gaya,Bihar
Wazirganj|Gaya|Bihar,Wazirganj,Gaya,Bihar
Baikunthpur|Gopalganj|Bihar,Baikunthpur,Gopalganj,Bihar
Barauli|Gopalganj|Bihar,Barauli,Gopalganj,Bihar
Bhorey|Gopalganj|Bihar,Bhorey,Gopalganj,Bihar
Bijaipur|Gopalganj|Bihar,Bijaipur,Gopalganj,Bihar
Gopalganj|Gopalganj|Bihar,Gopalganj,Gopalganj,Bihar
Hathua|Gopalganj|Bihar,Hathua,Gopalganj,Bihar
Katiya|Gopalganj|Bihar,Katiya,Gopalganj,Bihar
Kuchaikote|Gopalganj|Bihar,Kuchaikote,Gopalganj,Bihar
Manjha|Gopalganj|Bihar,Manjha,Gopalganj,Bihar
Pach Deuri|Gopalganj|Bihar,Pach Deuri,Gopalganj,Bihar
Phulwaria|Gopalganj|Bihar,Phulwaria,Gopalganj,Bihar
Sidhwalia|Gopalganj|Bihar,Sidhwalia,Gopalganj,Bihar
Thawe|Gopalganj|Bihar,Thawe,Gopalganj,Bihar
Uchkagaon|Gopalganj|Bihar,Uchkagaon,Gopalganj,Bihar
Barhat|Jamui|Bihar,Barhat,Jamui,Bihar
Chakai|Jamui|Bihar,Chakai,Jamui,Bihar
Gidhaur|Jamui|Bihar,Gidhaur,Jamui,Bihar
Islamnagar Aliganj|Jamui|Bihar,Islamnagar Aliganj,Jamui,Bihar
Jamui|Jamui|Bihar,Jamui,Jamui,Bihar
Jhajha|Jamui|Bihar,Jhajha,Jamui,Bihar
Khaira|Jamui|Bihar,Khaira,Jamui,Bihar
Lakshmipur|Jamui|Bihar,Lakshmipur,Jamui,Bihar
Sikandra|Jamui|Bihar,Sikandra,Jamui,Bihar
Sono|Jamui|Bihar,Sono,Jamui,Bihar
Ghoshi|Jehanabad|Bihar,Ghoshi,Jehanabad,Bihar
Hulasganj|Jehanabad|Bihar,Hulasganj,Jehanabad,Bihar
Jehanabad|Jehanabad|Bihar,Jehanabad,Jehanabad,Bihar
Kako|Jehanabad|Bihar,Kako,Jehanabad,Bihar
Makhdumpur|Jehanabad|Bihar,Makhdumpur,Jehanabad,Bihar
Modanganj|Jehanabad|Bihar,Modanganj,Jehanabad,Bihar
Ratni Faridpur|Jehanabad|Bihar,Ratni Faridpur,Jehanabad,Bihar
Adhaura|Kaimur|Bihar,Adhaura,Kaimur,Bihar
Bhabua|Kaimur|Bihar,Bhabua,Kaimur,Bihar
Bhagwanpur|Kaimur|Bihar,Bhagwanpur,Kaimur,Bihar
Chainpur|Kaimur|Bihar,Chainpur,Kaimur,Bihar
Chand|Kaimur|Bihar,Chand,Kaimur,Bihar
Durgawati|Kaimur|Bihar,Durgawati,Kaimur,Bihar
Kudra|Kaimur|Bihar,Kudra,Kaimur,Bihar
Mohania|Kaimur|Bihar,Mohania,Kaimur,Bihar
Nuaon|Kaimur|Bihar,Nuaon,Kaimur,Bihar
Ramgarh|Kaimur|Bihar,Ramgarh,Kaimur,Bihar
Rampur|Kaimur|Bihar,Rampur,Kaimur,Bihar
Amdabad|Katihar|Bihar,Amdabad,Katihar,Bihar
Azamnagar|Katihar|Bihar,Azamnagar,Katihar,Bihar
Balrampur|Katihar|Bihar,Balrampur,Katihar,Bihar
Barari|Katihar|Bihar,Barari,Katihar,Bihar
Barsoi|Katihar|Bihar,Barsoi,Katihar,Bihar
Dandkhora|Katihar|Bihar,Dandkhora,Katihar,Bihar
Falka|Katihar|Bihar,Falka,Katihar,Bihar
Hasanganj|Katihar|Bihar,Hasanganj,Katihar,Bihar
Kadwa|Katihar|Bihar,Kadwa,Katihar,Bihar
Katihar|Katihar|Bihar,Katihar,Katihar,Bihar
Korha|Katihar|Bihar,Korha,Katihar,Bihar
Kursela|Katihar|Bihar,Kursela,Katihar,Bihar
Manihari|Katihar|Bihar,Manihari,Katihar,Bihar
Mansahi|Katihar|Bihar,Mansahi,Katihar,Bihar
Pranpur|Katihar|Bihar,Pranpur,Katihar,Bihar
Sameli|Katihar|Bihar,Sameli,Katihar,Bihar
Alauli|Khagaria|Bihar,Alauli,Khagaria,Bihar
Beldaur|Khagaria|Bihar,Beldaur,Khagaria,Bihar
Chautham|Khagaria|Bihar,Chautham,Khagaria,Bihar
Gogri|Khagaria|Bihar,Gogri,Khagaria,Bihar
Khagaria|Khagaria|Bihar,Khagaria,Khagaria,Bihar
Mansi|Khagaria|Bihar,Mansi,Khagaria,Bihar
Parbatta|Khagaria|Bihar,Parbatta,Khagaria,Bihar
Bahadurganj|Kishanganj|Bihar,Bahadurganj,Kishanganj,Bihar
Dighalbank|Kishanganj|Bihar,Dighalbank,Kishanganj,Bihar
Kishanganj|Kishanganj|Bihar,Kishanganj,Kishanganj,Bihar
Kochadhamin|Kishanganj|Bihar,Kochadhamin,Kishanganj,Bihar
Pothia|Kishanganj|Bihar,Pothia,Kishanganj,Bihar
Terhagachh|Kishanganj|Bihar,Terhagachh,Kishanganj,Bihar
Thakurganj|Kishanganj|Bihar,Thakurganj,Kishanganj,Bihar
Barahiya|Lakhisarai|Bihar,Barahiya,Lakhisarai,Bihar
Chanan|Lakhisarai|Bihar,Chanan,Lakhisarai,Bihar
Halsi|Lakhisarai|Bihar,Halsi,Lakhisarai,Bihar
Lakhisarai|Lakhisarai|Bihar,Lakhisarai,Lakhisarai,Bihar
Pipariya|Lakhisarai|Bihar,Pipariya,Lakhisarai,Bihar
Ramgarh Chowk|Lakhisarai|Bihar,Ramgarh Chowk,Lakhisarai,Bihar
Surajgarha|Lakhisarai|Bihar,Surajgarha,Lakhisarai,Bihar
Alamnagar|Madhepura|Bihar,Alamnagar,Madhepura,Bihar
Bihariganj|Madhepura|Bihar,Bihariganj,Madhepura,Bihar
Chausa|Madhepura|Bihar,Chausa,Madhepura,Bihar
Gamharia|Madhepura|Bihar,Gamharia,Madhepura,Bihar
Ghailarh|Madhepura|Bihar,Ghailarh,Madhepura,Bihar
Gwalpara|Madhepura|Bihar,Gwalpara,Madhepura,Bihar
Kishanganj|Madhepura|Bihar,Kishanganj,Madhepura,Bihar
Kumarkhand|Madhepura|Bihar,Kumarkhand,Madhepura,Bihar
Madhepura|Madhepura|Bihar,Madhepura,Madhepura,Bihar
Murliganj|Madhepura|Bihar,Murliganj,Madhepura,Bihar
Puraini|Madhepura|Bihar,Puraini,Madhepura,Bihar
Shankarpur|Madhepura|Bihar,Shankarpur,Madhepura,Bihar
Singheshwar|Madhepura|Bihar,Singheshwar,Madhepura,Bihar
Andhratharhi|Madhubani|Bihar,Andhratharhi,Madhubani,Bihar
Babubarhi|Madhubani|Bihar,Babubarhi,Madhubani,Bihar
Basopatti|Madhubani|Bihar,Basopatti,Madhubani,Bihar
Benipatti|Madhubani|Bihar,Benipatti,Madhubani,Bihar
Bisfi|Madhubani|Bihar,Bisfi,Madhubani,Bihar
Ghoghardiha|Madhubani|Bihar,Ghoghardiha,Madhubani,Bihar
Harlakhi|Madhubani|Bihar,Harlakhi,Madhubani,Bihar
Jainagar|Madhubani|Bihar,Jainagar,Madhubani,Bihar
Jhanjharpur|Madhubani|Bihar,Jhanjharpur,Madhubani,Bihar
Kaluahi|Madhubani|Bihar,Kaluahi,Madhubani,Bihar
Khajauli|Madhubani|Bihar,Khajauli,Madhubani,Bihar
Ladania|Madhubani|Bihar,Ladania,Madhubani,Bihar
Lakhnaur|Madhubani|Bihar,Lakhnaur,Madhubani,Bihar
Laukaha|Madhubani|Bihar,Laukaha,Madhubani,Bihar
Laukahi|Madhubani|Bihar,Laukahi,Madhubani,Bihar
Madhepur|Madhubani|Bihar,Madhepur,Madhubani,Bihar
Madhubani|Madhubani|Bihar,Madhubani,Madhubani,Bihar
Madhwapur|Madhubani|Bihar,Madhwapur,Madhubani,Bihar
Pandaul|Madhubani|Bihar,Pandaul,Madhubani,Bihar
Phulparas|Madhubani|Bihar,Phulparas,Madhubani,Bihar
Rajnagar|Madhubani|Bihar,Rajnagar,Madhubani,Bihar
Asarganj|Munger|Bihar,Asarganj,Munger,Bihar
Bariarpur|Munger|Bihar,Bariarpur,Munger,Bihar
Dharhara|Munger|Bihar,Dharhara,Munger,Bihar
Jamalpur|Munger|Bihar,Jamalpur,Munger,Bihar
Kharagpur|Munger|Bihar,Kharagpur,Munger,Bihar
Munger|Munger|Bihar,Munger,Munger,Bihar
Sangrampur|Munger|Bihar,Sangrampur,Munger,Bihar
Tarapur|Munger|Bihar,Tarapur,Munger,Bihar
Tetiha Bambor|Munger|Bihar,Tetiha Bambor,Munger,Bihar
Aurai|Muzaffarpur|Bihar,Aurai,Muzaffarpur,Bihar
Bandra|Muzaffarpur|Bihar,Bandra,Muzaffarpur,Bihar
Baruraj Motipur|Muzaffarpur|Bihar,Baruraj Motipur,Muzaffarpur,Bihar
Bochaha|Muzaffarpur|Bihar,Bochaha,Muzaffarpur,Bihar
Dholi Moraul|Muzaffarpur|Bihar,Dholi Moraul,Muzaffarpur,Bihar
Gaighat|Muzaffarpur|Bihar,Gaighat,Muzaffarpur,Bihar
Kanti|Muzaffarpur|Bihar,Kanti,Muzaffarpur,Bihar
Katra|Muzaffarpur|Bihar,Katra,Muzaffarpur,Bihar
Kurhani|Muzaffarpur|Bihar,Kurhani,Muzaffarpur,Bihar
Marwan|Muzaffarpur|Bihar,Marwan,Muzaffarpur,Bihar
Minapur|Muzaffarpur|Bihar,Minapur,Muzaffarpur,Bihar
Musahri|Muzaffarpur|Bihar,Musahri,Muzaffarpur,Bihar
Paroo|Muzaffarpur|Bihar,Paroo,Muzaffarpur,Bihar
Sahebganj|Muzaffarpur|Bihar,Sahebganj,Muzaffarpur,Bihar
Sakra|Muzaffarpur|Bihar,Sakra,Muzaffarpur,Bihar
Saraiya|Muzaffarpur|Bihar,Saraiya,Muzaffarpur,Bihar
Asthawan|Nalanda|Bihar,Asthawan,Nalanda,Bihar
Ben|Nalanda|Bihar,Ben,Nalanda,Bihar
Bihar|Nalanda|Bihar,Bihar,Nalanda,Bihar
Bind|Nalanda|Bihar,Bind,Nalanda,Bihar
Chandi|Nalanda|Bihar,Chandi,Nalanda,Bihar
Ekangarsarai|Nalanda|Bihar,Ekangarsarai,Nalanda,Bihar
Giriak|Nalanda|Bihar,Giriak,Nalanda,Bihar
Harnaut|Nalanda|Bihar,Harnaut,Nalanda,Bihar
Hilsa|Nalanda|Bihar,Hilsa,Nalanda,Bihar
Islampur|Nalanda|Bihar,Islampur,Nalanda,Bihar
Karai Parsurai|Nalanda|Bihar,Karai Parsurai,Nalanda,Bihar
Katrisarai|Nalanda|Bihar,Katrisarai,Nalanda,Bihar
Nagar Nausa|Nalanda|Bihar,Nagar Nausa,Nalanda,Bihar
Noorsarai|Nalanda|Bihar,Noorsarai,Nalanda,Bihar
Parwalpur|Nalanda|Bihar,Parwalpur,Nalanda,Bihar
Rahui|Nalanda|Bihar,Rahui,Nalanda,Bihar
Rajgir|Nalanda|Bihar,Rajgir,Nalanda,Bihar
Sarmera|Nalanda|Bihar,Sarmera,Nalanda,Bihar
Silao|Nalanda|Bihar,Silao,Nalanda,Bihar
Tharthari|Nalanda|Bihar,Tharthari,Nalanda,Bihar
Akbarpur|Nawada|Bihar,Akbarpur,Nawada,Bihar
Gobindpur|Nawada|Bihar,Gobindpur,Nawada,Bihar
Hisua|Nawada|Bihar,Hisua,Nawada,Bihar
Kashi Chak|Nawada|Bihar,Kashi Chak,Nawada,Bihar
Kawakol|Nawada|Bihar,Kawakol,Nawada,Bihar
Meskaur|Nawada|Bihar,Meskaur,Nawada,Bihar
Nardiganj|Nawada|Bihar,Nardiganj,Nawada,Bihar
Narhat|Nawada|Bihar,Narhat,Nawada,Bihar
Nawada|Nawada|Bihar,Nawada,Nawada,Bihar
Pakribarawan|Nawada|Bihar,Pakribarawan,Nawada,Bihar
Rajauli|Nawada|Bihar,Rajauli,Nawada,Bihar
Roh|Nawada|Bihar,Roh,Nawada,Bihar
Sirdala|Nawada|Bihar,Sirdala,Nawada,Bihar
Warisaliganj|Nawada|Bihar,Warisaliganj,Nawada,Bihar
